일시,수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s)
2020-10-30,73.33,998.426,67.0,0.0,24.555,31.378
2020-10-31,73.3,996.659,66.9,0.0,10.627,31.082
2020-11-01,73.28,995.481,66.8,5.0139,14.834,28.459
2020-11-02,73.26,994.305,66.7,0.0552,15.007,28.622
2020-11-03,73.23,992.542,66.6,0.3485,8.219,28.624
2020-11-04,73.21,991.368,66.5,0.0,14.872,28.464
2020-11-05,73.2,990.781,66.5,0.0,21.7,28.492
2020-11-06,73.19,990.194,66.5,0.0,23.852,30.642
2020-11-07,73.17,989.021,66.4,0.0,14.744,28.317
2020-11-08,73.13,986.679,66.2,0.0,3.278,30.395
2020-11-09,73.11,985.508,66.1,0.0,14.99,28.534
2020-11-10,73.08,983.755,66.0,0.0,8.513,28.811
2020-11-11,73.06,982.586,66.0,0.0,15.125,28.645
2020-11-12,73.04,981.419,65.9,0.0,17.133,30.644
2020-11-13,73.01,979.67,65.8,0.0,8.521,28.769
2020-11-14,73.0,979.087,65.7,0.0,21.74,28.485
2020-11-15,72.97,977.34,65.6,0.0,8.269,28.489
2020-11-16,72.97,977.34,65.6,0.0,28.68,28.68
2020-11-17,72.95,976.176,65.5,5.0624,15.072,28.54
2020-11-18,72.93,975.013,65.4,2.2013,17.269,30.728
2020-11-19,72.95,976.176,65.5,28.9841,44.202,30.743
2020-11-20,72.95,976.176,65.5,0.0,30.546,30.546
2020-11-21,72.97,977.34,65.6,0.0,42.334,28.866
2020-11-22,72.98,977.922,65.6,3.0442,35.442,28.704
2020-11-23,72.95,976.176,65.5,0.0,8.625,28.831
2020-11-24,72.94,975.595,65.5,0.0,24.183,30.913
2020-11-25,72.92,974.432,65.4,0.0525,17.209,30.663
2020-11-26,72.91,973.852,65.4,0.0,23.989,30.712
2020-11-27,72.88,972.11,65.2,0.0,10.557,30.713
2020-11-28,72.85,970.37,65.1,0.0,10.766,30.9
2020-11-29,72.83,969.212,65.1,0.0,17.291,30.702
2020-11-30,72.81,968.054,65.0,0.0,17.39,30.792
2020-12-01,72.78,966.319,64.9,0.0,10.389,30.473
2020-12-02,72.76,965.163,64.8,0.0,17.588,30.966
2020-12-03,72.73,963.43,64.7,0.0,10.655,30.704
2020-12-04,72.71,962.277,64.6,0.0,17.344,30.698
2020-12-05,72.69,961.124,64.5,0.0,17.342,30.687
2020-12-06,72.67,959.972,64.4,0.0,17.095,30.43
2020-12-07,72.64,958.245,64.3,0.0,10.843,30.828
2020-12-08,72.62,957.095,64.2,0.0,17.313,30.624
2020-12-09,72.61,956.52,64.2,0.0,23.984,30.636
2020-12-10,72.58,954.797,64.1,0.0,10.715,30.657
2020-12-11,72.55,953.076,64.0,0.0,10.598,30.519
2020-12-12,72.52,951.357,63.9,0.0,10.595,30.494
2020-12-13,72.5,950.212,63.8,2.1693,17.316,30.57
2020-12-14,72.47,948.495,63.7,0.0,10.672,30.535
2020-12-15,72.44,946.781,63.5,0.0,10.764,30.606
2020-12-16,72.41,945.068,63.4,0.0,10.768,30.589
2020-12-17,72.39,943.928,63.4,0.0,17.528,30.73
2020-12-18,72.36,942.218,63.2,0.0,10.486,30.271
2020-12-19,72.34,941.08,63.2,0.0,17.463,30.641
2020-12-20,72.32,939.942,63.1,0.0,17.409,30.578
2020-12-21,72.29,938.237,63.0,0.055,11.021,30.756
2020-12-22,72.27,937.101,62.9,0.0,17.652,30.797
2020-12-23,72.24,935.399,62.8,0.0,10.997,30.696
2020-12-24,72.22,934.265,62.7,0.0,17.662,30.783
2020-12-25,72.19,932.567,62.6,0.0,10.874,30.538
2020-12-26,72.18,932.001,62.6,0.0,23.936,30.486
2020-12-27,72.15,930.304,62.4,0.0525,10.978,30.613
2020-12-28,72.13,929.174,62.4,0.0,17.738,30.816
2020-12-29,72.09,926.917,62.2,1.2329,4.685,30.813
2020-12-30,72.04,924.099,62.0,0.221,0.0,30.809
2020-12-31,72.02,922.974,61.9,0.11,17.606,30.632
2021-01-01,71.99,921.287,61.8,0.4451,10.516,30.037
2021-01-02,71.97,920.164,61.8,0.1498,17.221,30.223
2021-01-03,71.94,918.48,61.6,0.055,10.749,30.234
2021-01-04,71.91,916.799,61.5,0.1212,11.011,30.475
2021-01-05,71.89,915.679,61.5,0.1628,17.445,30.409
2021-01-06,71.86,914.0,61.3,0.2801,11.238,30.666
2021-01-07,71.83,912.323,61.2,0.6167,10.912,30.319
2021-01-08,71.81,911.207,61.2,0.0,17.65,30.576
2021-01-09,71.78,909.533,61.0,0.0,12.375,31.746
2021-01-10,71.75,907.861,60.9,0.0,11.719,31.069
2021-01-11,71.72,906.191,60.8,0.0,11.938,31.266
2021-01-12,71.69,904.523,60.71,0.092,12.037,31.344
2021-01-13,71.67,903.412,60.6,0.3747,18.761,31.62
2021-01-14,71.65,902.302,60.6,0.0,21.173,34.023
2021-01-15,71.63,901.192,60.5,0.0,21.242,34.082
2021-01-16,71.59,898.976,60.3,0.0,8.537,34.189
2021-01-17,71.56,897.3157,60.2,0.0,14.783,33.997
2021-01-18,71.53,895.6574,60.1,1.1927,14.644,33.837
2021-01-19,71.51,894.553,60.0,0.11,18.869,31.652
2021-01-20,71.49,893.449,60.0,0.055,18.701,31.475
2021-01-21,71.47,892.346,59.89,5.1729,17.169,29.933
2021-01-22,71.46,891.795,59.9,2.1286,21.193,27.572
2021-01-23,71.43,890.143,59.7,0.1233,11.732,30.853
2021-01-24,71.41,889.043,59.7,0.0,18.54,31.276
2021-01-25,71.4,888.493,59.63,0.0,24.418,30.782
2021-01-26,71.37,886.845,59.5,4.76,11.846,30.925
2021-01-27,71.35,885.747,59.5,0.0,18.617,31.324
2021-01-28,71.32,884.101,59.34,0.8274,12.333,31.376
2021-01-29,71.29,882.458,59.23,0.0,11.914,30.935
2021-01-30,71.26,880.816,59.1,0.112,12.004,31.004
2021-01-31,71.24,879.723,59.0,0.0,18.422,31.077
2021-02-01,71.21,878.084,58.93,7.9907,12.932,31.896
2021-02-02,71.18,876.4478,58.8,0.0,12.496,31.439
2021-02-03,71.17,875.9026,58.8,0.037,25.302,31.612
2021-02-04,71.15,874.813,58.7,0.6685,18.621,31.233
2021-02-05,71.13,873.724,58.6,0.0,18.697,31.299
2021-02-06,71.11,872.636,58.6,0.0,13.167,25.76
2021-02-07,71.07,870.462,58.4,0.0,5.635,30.792
2021-02-08,71.04,868.834,58.3,0.0,12.619,31.462
2021-02-09,71.02,867.75,58.2,0.0,18.852,31.402
2021-02-10,70.99,866.125,58.1,0.0,12.208,31.015
2021-02-11,70.97,865.043,58.06,0.0,18.066,30.592
2021-02-12,70.94,863.421,58.0,0.0,12.312,31.084
2021-02-13,70.91,861.801,57.8,0.0,11.803,30.553
2021-02-14,70.88,860.183,57.73,1.3336,12.672,31.401
2021-02-15,70.85,858.567,57.6,1.4491,12.613,31.32
2021-02-16,70.82,856.952,57.5,1.5019,12.647,31.333
2021-02-17,70.79,855.34,57.41,0.0,12.571,31.235
2021-02-18,70.76,853.729,57.3,0.1883,12.428,31.071
2021-02-19,70.75,853.192,57.3,0.2953,25.153,31.363
2021-02-20,70.74,852.656,57.2,0.0,24.42,30.627
2021-02-21,70.71,851.048,57.1,0.0,13.061,31.668
2021-02-22,70.67,848.908,56.97,0.0,7.303,32.079
2021-02-23,70.64,847.304,56.9,0.0,13.03,31.587
2021-02-24,70.61,845.703,56.8,0.0,13.268,31.804
2021-02-25,70.6,845.169,56.7,0.7383,25.016,31.19
2021-02-26,70.57,843.57,56.6,0.0449,13.197,31.704
2021-02-27,70.54,841.973,56.51,0.0,12.908,31.394
2021-02-28,70.51,840.378,56.4,0.6437,12.479,30.943
2021-03-01,70.52,840.909,56.4,44.653,37.621,31.469
2021-03-02,70.58,844.103,56.7,1.872,68.165,31.201
2021-03-03,70.69,849.978,57.1,0.0,99.689,31.698
2021-03-04,70.75,853.192,57.3,4.7075,68.323,31.116
2021-03-05,70.77,854.266,57.3,0.0525,43.742,31.321
2021-03-06,70.79,855.34,57.4,0.0,43.761,31.33
2021-03-07,70.8,855.877,57.4,0.0,37.608,31.389
2021-03-08,70.78,854.802,57.4,0.0,19.045,31.481
2021-03-09,70.78,854.802,57.4,0.0,31.486,31.486
2021-03-10,70.78,854.802,57.4,0.0,31.322,31.322
2021-03-11,70.77,854.266,57.3,0.0,25.249,31.463
2021-03-12,70.77,854.266,57.3,17.9986,31.245,31.245
2021-03-13,70.78,854.802,57.4,0.1077,37.042,30.828
2021-03-14,70.8,855.877,57.4,0.0,44.434,31.998
2021-03-15,70.82,856.952,57.5,0.055,43.872,31.427
2021-03-16,70.81,856.414,57.5,0.7358,25.315,31.539
2021-03-17,70.82,856.952,57.5,0.0,37.759,31.535
2021-03-18,70.82,856.952,57.5,0.0,31.156,31.156
2021-03-19,70.81,856.414,57.5,0.0,25.213,31.437
2021-03-20,70.8,855.877,57.4,3.9885,25.109,31.33
2021-03-21,70.8,855.877,57.4,0.0663,30.894,30.894
2021-03-22,70.78,854.802,57.4,0.0,18.75,31.186
2021-03-23,70.77,854.266,57.3,0.0,25.116,31.33
2021-03-24,70.76,853.729,57.3,0.0,25.216,31.428
2021-03-25,70.73,852.12,57.2,0.0,12.807,31.428
2021-03-26,70.71,851.048,57.1,0.0,18.951,31.353
2021-03-27,70.71,851.048,57.1,15.8493,31.008,31.008
2021-03-28,70.71,851.048,57.1,2.7366,31.157,31.157
2021-03-29,70.71,851.048,57.1,0.0,31.474,31.474
2021-03-30,70.69,849.978,57.1,0.0,19.043,31.436
2021-03-31,70.71,851.048,57.1,0.0,43.836,31.443
2021-04-01,70.7,850.513,57.1,0.0,25.036,31.234
2021-04-02,70.7,850.513,57.1,0.0,31.175,31.175
2021-04-03,70.72,851.584,57.2,19.6853,43.436,31.038
2021-04-04,70.77,854.266,57.3,15.2613,62.327,31.291
2021-04-05,70.91,861.801,57.8,0.0505,117.873,30.656
2021-04-06,71.0,866.667,58.2,0.0,87.733,31.418
2021-04-07,71.05,869.377,58.4,0.0,62.761,31.392
2021-04-08,71.07,870.462,58.4,0.0,43.889,31.325
2021-04-09,71.09,871.549,58.5,0.0,43.9,31.326
2021-04-10,71.11,872.636,58.6,0.0,43.803,31.22
2021-04-11,71.11,872.636,58.6,0.0,31.329,31.329
2021-04-12,71.11,872.636,58.6,13.3883,31.244,31.244
2021-04-13,71.11,872.636,58.6,0.8691,31.19,31.19
2021-04-14,71.12,873.18,58.6,0.0,37.459,31.164
2021-04-15,71.14,874.268,58.7,0.0,44.025,31.427
2021-04-16,71.14,874.268,58.7,0.0,32.801,32.801
2021-04-17,71.12,873.18,58.6,0.0,20.256,32.854
2021-04-18,71.11,872.636,58.6,0.0,26.512,32.807
2021-04-19,71.09,871.549,58.5,0.0,20.41,32.993
2021-04-20,71.08,871.006,58.5,0.0,28.99,35.278
2021-04-21,71.06,869.92,58.4,0.0,23.215,35.784
2021-04-22,71.03,868.292,58.3,0.0,17.202,36.038
2021-04-23,70.99,866.125,58.1,0.0,10.77,35.851
2021-04-24,70.95,863.961,58.0,0.0,10.752,35.795
2021-04-25,70.92,862.341,57.9,0.0,16.939,35.696
2021-04-26,70.89,860.722,57.8,0.0,17.057,35.793
2021-04-27,70.84,858.028,57.6,0.0,11.987,43.166
2021-04-28,70.81,856.414,57.5,0.0,16.509,35.188
2021-04-29,70.77,854.266,57.33,0.037,10.697,35.569
2021-04-30,70.73,852.12,57.2,0.3749,11.237,36.07
2021-05-01,70.69,849.978,57.1,1.9994,21.932,46.727
2021-05-02,70.64,847.304,56.9,3.7707,15.685,46.626
2021-05-03,70.59,844.636,56.7,0.0663,15.918,46.799
2021-05-04,70.55,842.505,56.5,5.4707,22.088,46.75
2021-05-05,70.51,840.378,56.4,2.4176,21.961,46.585
2021-05-06,70.46,837.723,56.2,0.0,15.617,46.343
2021-05-07,70.43,836.133,56.1,1.5427,28.472,46.879
2021-05-08,70.38,833.486,55.9,0.0,15.998,46.629
2021-05-09,70.33,830.845,55.8,0.0,16.181,46.752
2021-05-10,70.3,829.263,55.7,12.0061,27.91,46.224
2021-05-11,70.28,828.209,55.6,9.6338,33.951,46.149
2021-05-12,70.25,826.63,55.5,0.0,29.799,48.077
2021-05-13,70.22,825.052,55.4,0.0,29.684,47.941
2021-05-14,70.18,822.952,55.2,0.0,23.274,47.583
2021-05-15,70.15,821.379,55.1,2.3036,29.4,47.607
2021-05-16,70.17,822.427,55.2,39.7444,55.914,43.778
2021-05-17,70.22,825.052,55.4,4.6873,76.376,45.995
2021-05-18,70.29,828.736,55.6,0.3721,89.073,46.44
2021-05-19,70.33,830.845,55.8,0.0,70.862,46.448
2021-05-20,70.36,832.429,55.9,10.3968,64.7,46.364
2021-05-21,70.38,833.486,55.9,2.9918,58.494,46.258
2021-05-22,70.4,834.544,56.0,0.0,58.648,46.403
2021-05-23,70.41,835.074,56.1,0.0,52.596,46.47
2021-05-24,70.4,834.544,56.0,0.0,40.287,46.413
2021-05-25,70.38,833.486,55.9,1.4973,34.108,46.353
2021-05-26,70.35,831.901,55.8,0.0,27.93,46.28
2021-05-27,70.34,831.373,55.8,1.239,41.558,47.67
2021-05-28,70.37,832.958,55.9,29.5347,63.585,45.242
2021-05-29,70.45,837.193,56.2,0.0,95.036,46.017
2021-05-30,70.5,839.847,56.4,5.485,80.488,49.774
2021-05-31,70.54,841.973,56.5,7.8036,73.113,48.499
2021-06-01,70.55,842.505,56.5,0.0,68.586,62.426
2021-06-02,70.52,840.909,56.4,0.0,44.409,62.88
2021-06-03,70.53,841.441,56.5,27.4153,65.592,59.437
2021-06-04,70.57,843.57,56.6,1.6437,80.625,55.982
2021-06-05,70.64,847.304,56.9,0.0,101.442,58.225
2021-06-06,70.65,847.839,56.9,0.175,68.316,62.133
2021-06-07,70.65,847.839,56.9,0.0,55.759,55.759
2021-06-08,70.62,846.236,56.8,0.0,42.953,61.496
2021-06-09,70.58,844.103,56.7,0.0,37.943,62.633
2021-06-10,70.54,841.973,56.5,1.2953,34.478,59.13
2021-06-11,70.52,840.909,56.4,15.0041,45.771,58.083
2021-06-12,70.5,839.847,56.4,0.0,51.139,63.441
2021-06-13,70.46,837.723,56.2,0.0525,38.55,63.126
2021-06-14,70.4,834.544,56.0,0.0,25.737,62.53
2021-06-15,70.34,831.373,55.8,1.8334,25.308,62.015
2021-06-16,70.28,828.209,55.6,0.3774,25.147,61.768
2021-06-17,70.22,825.052,55.4,0.3555,25.137,61.672
2021-06-18,70.18,822.952,55.2,2.7817,37.114,61.423
2021-06-19,70.12,819.807,55.0,0.0,24.931,61.323
2021-06-20,70.06,816.671,54.8,0.0,25.411,61.718
2021-06-21,70.0,813.541,54.6,0.0,22.364,58.585
2021-06-22,69.94,810.419,54.4,1.2376,19.366,55.501
2021-06-23,69.87,806.786,54.2,5.0587,16.857,58.906
2021-06-24,69.82,804.197,54.0,0.057,32.36,62.323
2021-06-25,69.77,801.614,53.8,7.3114,31.594,61.498
2021-06-26,69.73,799.55,53.7,4.9785,36.669,60.549
2021-06-27,69.69,797.49,53.5,0.0525,37.036,60.878
2021-06-28,69.62,793.893,53.3,0.6283,18.981,60.613
2021-06-29,69.57,791.33,53.1,3.062,31.264,60.929
2021-06-30,69.53,789.284,53.0,0.6443,32.428,56.117
2021-07-01,69.42,783.672,52.6,0.1042,18.446,83.395
2021-07-02,69.31,778.085,52.2,0.0,18.902,83.562
2021-07-03,69.25,775.049,52.0,29.1003,46.88,82.027
2021-07-04,69.07,765.983,51.4,5.1177,46.043,150.97
2021-07-05,68.74,749.536,50.3,32.0035,59.953,250.31
2021-07-06,68.78,751.518,50.4,21.0288,189.147,166.212
2021-07-07,69.44,784.69,52.7,36.3759,466.301,82.358
2021-07-08,71.83,912.323,61.2,66.5767,1625.774,148.542
2021-07-09,72.3,938.805,63.0,2.5847,552.105,245.603
2021-07-10,72.27,937.101,62.9,8.7903,219.585,239.306
2021-07-11,72.14,929.739,62.4,3.1525,159.841,245.051
2021-07-12,71.97,920.164,61.8,0.2117,135.169,245.991
2021-07-13,71.8,910.648,61.1,0.0,82.823,192.958
2021-07-14,71.6,899.53,60.4,0.7984,63.887,192.577
2021-07-15,71.39,887.943,59.6,1.5819,58.956,193.056
2021-07-16,71.17,875.903,58.8,5.7043,54.437,193.797
2021-07-17,71.17,875.903,58.8,1.6603,38.79,38.79
2021-07-18,71.17,875.903,58.8,3.5977,38.936,38.936
2021-07-19,71.17,875.903,58.8,3.6127,39.169,39.169
2021-07-20,71.17,875.903,58.8,0.0634,42.876,42.876
2021-07-21,71.15,874.813,58.7,0.0,31.617,44.229
2021-07-22,71.12,873.18,58.6,0.0,25.291,44.191
2021-07-23,71.09,871.549,58.5,0.0,25.211,44.09
2021-07-24,71.05,869.377,58.4,0.0,18.892,44.03
2021-07-25,71.0,866.667,58.2,0.0,12.547,43.916
2021-07-26,70.96,864.502,58.0,0.0,18.923,43.976
2021-07-27,70.91,861.801,57.84,0.0,12.707,43.969
2021-07-28,70.86,859.105,57.7,0.0,12.729,43.932
2021-07-29,70.82,856.952,57.5,4.0698,19.054,43.973
2021-07-30,70.77,854.266,57.3,0.1902,12.711,43.806
2021-07-31,70.72,851.584,57.2,9.7045,12.677,43.713
2021-08-01,70.69,849.978,57.1,41.498,39.992,58.585
2021-08-02,70.77,854.266,57.3,24.0507,102.657,53.028
2021-08-03,71.0,866.667,58.2,3.8258,196.349,52.817
2021-08-04,71.14,874.268,58.7,0.1077,141.514,53.53
2021-08-05,71.17,875.903,58.8,3.2179,75.399,56.485
2021-08-06,71.17,875.903,58.8,7.2393,57.887,57.887
2021-08-07,71.18,876.448,58.8,0.2466,61.624,55.314
2021-08-08,71.18,876.448,58.8,3.2028,57.859,57.859
2021-08-09,71.15,874.813,58.7,0.0,39.153,58.075
2021-08-10,71.12,873.18,58.6,10.0372,39.222,58.122
2021-08-11,71.07,870.462,58.4,0.0553,27.167,58.62
2021-08-12,71.08,871.006,58.5,0.0525,65.179,58.893
2021-08-13,71.04,868.834,58.3,0.4277,33.375,58.504
2021-08-14,70.99,866.125,58.1,3.5254,27.298,58.655
2021-08-15,70.95,863.961,58.0,0.0,33.044,58.087
2021-08-16,70.89,860.722,57.8,0.0,21.437,58.93
2021-08-17,70.84,858.028,57.6,0.9144,26.907,58.086
2021-08-18,70.78,854.802,57.4,2.4471,19.027,56.363
2021-08-19,70.73,852.12,57.2,6.2462,25.116,56.164
2021-08-20,70.68,849.443,57.0,0.1799,28.375,59.363
2021-08-21,70.7,850.513,57.1,27.9088,69.0,56.612
2021-08-22,70.7,850.513,57.1,0.0729,53.922,53.922
2021-08-23,70.67,848.908,57.0,48.4881,139.555,158.134
2021-08-24,71.21,878.084,58.9,49.2192,578.054,240.36
2021-08-25,72.03,923.537,62.0,9.8435,766.205,240.138
2021-08-26,72.06,925.226,62.1,0.936,260.913,241.363
2021-08-27,71.96,919.603,61.7,33.3913,175.622,240.704
2021-08-28,72.33,940.511,63.1,0.0525,483.186,241.194
2021-08-29,72.51,950.784,63.8,27.0889,345.085,226.182
2021-08-30,72.91,973.852,65.4,0.0634,431.387,164.402
2021-08-31,72.35,941.649,63.2,1.6575,409.422,782.137
2021-09-01,72.4,944.498,63.4,39.6546,756.178,723.203
2021-09-02,73.0,979.087,65.7,0.2689,641.289,240.954
2021-09-03,73.37,1000.785,67.2,0.0,366.888,115.752
2021-09-04,73.5,1008.475,67.7,0.0,129.794,40.785
2021-09-05,73.59,1013.82,68.0,1.0619,102.308,40.452
2021-09-06,73.69,1019.778,68.4,23.6436,109.371,40.416
2021-09-07,73.84,1028.753,69.0,6.385,144.533,40.656
2021-09-08,73.99,1037.7736,69.65,0.8362,145.399,40.988
2021-09-09,74.11,1045.0237,70.1,0.0578,124.441,40.528
2021-09-10,74.18,1049.2666,70.4,0.0,90.161,41.054
2021-09-11,74.24,1052.911,70.7,0.0,83.243,41.059
2021-09-12,74.28,1055.345,70.8,0.0,68.939,40.769
2021-09-13,74.284,1055.589,70.8,0.0,57.503,54.684
2021-09-14,74.21,1051.088,70.5,0.0,43.477,95.569
2021-09-15,74.13,1046.235,70.2,0.0,39.157,95.327
2021-09-16,74.06,1041.999,69.9,0.2527,46.3,95.324
2021-09-17,74.056,1041.758,69.9,27.7841,74.361,77.159
2021-09-18,74.18,1049.267,70.4,0.0,127.924,41.014
2021-09-19,74.24,1052.911,70.7,0.0,83.031,40.847
2021-09-20,74.27,1054.736,70.8,0.0,61.776,40.652
2021-09-21,74.336,1058.758,71.1,24.2052,86.13,39.582
2021-09-22,74.44,1065.114,71.5,5.1182,114.711,41.153
2021-09-23,74.502,1068.913,71.7,0.0,84.781,40.807
2021-09-24,74.538,1071.123,71.9,0.0,66.219,40.644
2021-09-25,74.55,1071.86,71.9,0.1347,49.169,40.637
2021-09-26,74.56,1072.474,72.0,0.0,47.82,40.707
2021-09-27,74.552,1071.983,72.0,0.0,35.225,40.915
2021-09-28,74.55,1071.86,71.9,0.5027,39.375,40.797
2021-09-29,74.59,1074.319,72.1,29.5744,69.194,40.73
2021-09-30,74.672,1079.371,72.4,0.6473,99.582,41.112
2021-10-01,74.74,1083.571,72.7,0.0,80.244,31.635
2021-10-02,74.782,1086.17,72.9,0.2021,61.606,31.528
2021-10-03,74.808,1087.78,73.0,0.0,49.89,31.25
2021-10-04,74.828,1089.02,73.1,0.0,45.815,31.465
2021-10-05,74.82,1088.524,73.1,0.0,25.99,31.731
2021-10-06,74.824,1088.772,73.1,0.0,34.555,31.685
2021-10-07,74.82,1088.524,73.1,1.2299,28.465,31.335
2021-10-08,74.82,1088.524,73.1,0.2928,31.569,31.569
2021-10-09,74.828,1089.02,73.1,0.0,36.984,31.243
2021-10-10,74.81,1087.904,73.0,1.5045,18.434,31.349
2021-10-11,74.82,1088.524,73.1,11.2012,38.39,31.216
2021-10-12,74.818,1088.4,73.1,4.9582,29.84,31.275
2021-10-13,74.82,1088.524,73.1,0.0,32.221,30.786
2021-10-14,74.832,1089.268,73.1,0.0,40.874,32.262
2021-10-15,74.84,1089.764,73.1,8.795,37.657,31.914
2021-10-16,74.834,1089.392,73.1,9.2946,27.405,31.713
2021-10-17,74.848,1090.26,73.2,0.0,41.846,31.794
2021-10-18,74.86,1091.005,73.2,0.0,40.77,32.15
2021-10-19,74.85,1090.385,73.2,1.9462,24.722,31.906
2021-10-20,74.85,1090.385,73.2,0.0,31.95,31.95
2021-10-21,74.85,1090.385,73.2,0.0,32.036,32.036
2021-10-22,74.844,1090.012,73.2,0.0,27.836,32.145
2021-10-23,74.832,1089.268,73.1,0.0,23.412,32.028
2021-10-24,74.81,1087.904,73.0,0.0,16.009,31.795
2021-10-25,74.8,1087.284,73.0,0.0,24.177,31.349
2021-10-26,74.78,1086.046,72.9,0.0,17.755,32.091
2021-10-27,74.766,1085.179,72.8,0.0,22.15,32.18
2021-10-28,74.75,1084.189,72.8,0.0,20.824,32.281
2021-10-29,74.73,1082.953,72.7,0.0,18.005,32.318
2021-10-30,74.71,1081.717,72.6,0.0,17.777,32.08
2021-10-31,74.69,1080.482,72.5,0.0,17.429,31.723
2021-11-01,74.674,1079.494,72.5,0.0,20.5,31.928
2021-11-02,74.65,1078.014,72.4,0.0,14.704,31.835
2021-11-03,74.638,1077.275,72.3,0.0,23.481,32.041
2021-11-04,74.61,1075.55,72.2,0.0,11.961,31.922
2021-11-05,74.59,1074.319,72.1,0.0,17.973,32.219
2021-11-06,74.57,1073.089,72.0,0.0,17.879,32.116
2021-11-07,74.544,1071.491,71.9,0.0,13.352,31.846
2021-11-08,74.54,1071.246,71.9,15.5008,28.975,31.819
2021-11-09,74.53,1070.631,71.9,2.5911,24.988,32.096
2021-11-10,74.52,1070.018,71.8,3.4585,25.111,32.216
2021-11-11,74.51,1069.4038,71.8,1.1376,24.91,32.013
2021-11-12,74.5,1068.7903,71.7,0.1368,24.873,31.974
2021-11-13,74.49,1068.177,71.7,0.0,25.103,32.201
2021-11-14,74.47,1066.951,71.6,0.0,17.649,31.838
2021-11-15,74.46,1066.338,71.6,0.0,24.999,32.09
2021-11-16,74.44,1065.114,71.5,0.0,18.018,32.193
2021-11-17,74.43,1064.502,71.4,0.0,25.083,32.167
2021-11-18,74.41,1063.278,71.4,0.0,18.052,32.213
2021-11-19,74.39,1062.055,71.3,0.0,18.175,32.327
2021-11-20,74.37,1060.834,71.2,0.0,18.073,32.215
2021-11-21,74.35,1059.612,71.1,0.0,17.942,32.075
2021-11-22,74.33,1058.3922,71.0,3.639,18.333,32.456
2021-11-23,74.316,1057.5385,71.0,0.0,22.368,32.249
2021-11-24,74.291,1056.0151,70.9,0.2255,14.657,32.289
2021-11-25,74.275,1055.0408,70.8,0.0,20.928,32.205
2021-11-26,74.25,1053.5195,70.7,0.0755,14.427,32.035
2021-11-27,74.24,1052.911,70.7,0.0,25.254,32.293
2021-11-28,74.219,1051.635,70.6,0.0,17.204,31.978
2021-11-29,74.19,1049.874,70.5,0.0,11.866,32.251
2021-11-30,74.188,1049.752,70.5,18.7307,30.652,32.057
2021-12-01,74.18,1049.267,70.4,0.0,25.624,31.244
2021-12-02,74.18,1049.267,70.4,0.2814,31.133,31.133
2021-12-03,74.18,1049.267,70.4,1.6409,30.918,30.918
2021-12-04,74.18,1049.267,70.4,0.0,30.969,30.969
2021-12-05,74.17,1048.6598,70.4,0.0,24.182,31.204
2021-12-06,74.16,1048.0533,70.3,0.0,24.141,31.161
2021-12-07,74.149,1047.3864,70.3,0.0,24.451,32.17
2021-12-08,74.133,1046.4167,70.2,0.0,20.915,32.138
2021-12-09,74.12,1045.6292,70.2,0.0,22.97,32.084
2021-12-10,74.109,1044.9632,70.1,0.311,24.344,32.053
2021-12-11,74.09,1043.813,70.1,0.0,18.773,32.082
2021-12-12,74.068,1042.483,70.0,0.0,16.632,32.031
2021-12-13,74.05,1041.395,69.9,0.0,19.661,32.252
2021-12-14,74.03,1040.187,69.8,0.0,18.054,32.035
2021-12-15,74.01,1038.98,69.7,0.0,18.097,32.068
2021-12-16,73.98,1037.171,69.6,0.0,11.179,32.118
2021-12-17,73.96,1035.966,69.5,0.0,18.06,32.008
2021-12-18,73.94,1034.761,69.5,0.0,18.183,32.121
2021-12-19,73.927,1033.979,69.4,0.4622,23.021,32.076
2021-12-20,73.903,1032.536,69.3,0.0,15.62,32.326
2021-12-21,73.88,1031.154,69.2,0.0,16.349,32.346
2021-12-22,73.86,1029.9527,69.1,0.0,18.444,32.344
2021-12-23,73.84,1028.7525,69.0,0.0,18.454,32.345
2021-12-24,73.814,1027.1936,68.9,0.0,14.239,32.283
2021-12-25,73.79,1025.7557,68.8,0.0,15.639,32.28
2021-12-26,73.77,1024.5585,68.8,0.0,16.848,30.705
2021-12-27,73.74,1022.7641,68.6,0.0,11.52,32.288
2021-12-28,73.72,1021.5688,68.6,0.0,18.602,32.436
2021-12-29,73.7,1020.3744,68.5,0.0,18.468,32.292
2021-12-30,73.674,1018.8229,68.38,0.2956,14.512,32.469
2021-12-31,73.652,1017.5112,68.29,0.0,17.384,32.566
2022-01-01,73.64,1016.7961,68.24,0.0,22.87,31.146
2022-01-02,73.61,1015.0097,68.12,0.0,10.469,31.145
2022-01-03,73.59,1013.8198,68.04,0.0,17.405,31.177
2022-01-04,73.57,1012.6308,67.96,0.0,18.62,32.382
2022-01-05,73.544,1011.0862,67.86,0.0,14.445,32.322
2022-01-06,73.52,1009.6617,67.76,0.0,15.634,32.122
2022-01-07,73.5,1008.4755,67.68,0.0,18.649,32.378
2022-01-08,73.479,1007.2308,67.6,0.0,17.728,32.133
2022-01-09,73.457,1005.9279,67.51,0.0,17.145,32.225
2022-01-10,73.43,1004.3302,67.4,0.0,13.606,32.098
2022-01-11,73.407,1002.9704,67.31,0.0,16.493,32.232
