채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),NP_Ratio,Retention_Index,7일뒤_AI예측_세포수,조류경보제 발령 예상
문의,2017-03-06,6.1,7.9,11.8,2.1,1.7,2.3,0.0,72.09,906.983,60.9,0.0505,21.771,28.17,1.8,0.0,10.8,21.82,1.335,0.005,267.0,32.19676961306354,0.0,해제
문의,2017-03-20,6.5,7.5,12.3,3.9,1.8,2.4,0.0,71.94,898.713,60.3,0.9673,22.42,28.785,8.6,0.1,2.3,7.39,1.963,0.005,392.6,31.221573736321,0.0,해제
문의,2017-03-27,8.1,7.8,12.5,3.5,1.7,2.3,36.0,71.83,892.677,59.9,2.4137,22.769,29.109,6.4,1.6,5.2,10.9,1.302,0.013,100.15384615384616,30.666701020303,0.0,해제
문의,2017-04-17,11.2,8.0,12.2,3.9,2.2,1.7,22.0,71.94,898.713,60.3,20.059,42.955,30.232,13.7,26.8,1.9,3.39,1.312,0.008,164.0,29.72720957925377,0.0,해제
문의,2017-06-26,23.4,9.3,12.3,2.7,2.3,4.8,0.0,67.71,683.543,45.9,7.3157,13.381,61.787,23.9,1.8,4.1,15.51,1.233,0.015,82.2,11.06289348892162,338.0,해제
문의,2017-07-03,25.5,9.0,9.6,1.1,13.2,2.9,0.0,67.78,686.794,46.1,59.3482,218.4,47.361,25.3,69.9,0.6,8.72,1.05,0.008,131.25,14.501256307932689,513.0,해제
문의,2017-07-10,26.3,8.9,10.1,0.8,6.0,6.3,0.0,69.84,787.273,52.8,7.4904,208.715,26.742,25.8,35.0,0.6,7.68,1.127,0.012,93.91666666666669,29.43957071273652,323.0,해제
문의,2017-07-17,26.3,8.5,9.0,1.7,6.4,2.1,0.0,71.27,862.314,57.9,8.7191,207.667,28.468,25.6,7.1,0.0,8.58,1.027,0.023,44.65217391304348,30.290642124490656,1249.0,관심
문의,2017-07-24,26.6,8.4,8.4,2.8,3.4,2.4,980.0,71.65,882.85,59.3,9.8736,45.252,32.661,28.8,0.7,0.0,8.75,1.083,0.013,83.3076923076923,27.030709408774992,1902.0,관심
문의,2017-07-31,26.5,8.3,7.2,0.9,3.0,3.7,1960.0,72.27,916.965,61.5,24.6416,105.136,28.029,25.1,29.2,0.0,3.86,1.19,0.021,56.66666666666666,32.714866745156804,3285.0,관심
문의,2017-08-14,27.2,8.3,5.4,2.8,3.4,6.0,5224.0,73.38,979.947,65.8,60.365,207.751,27.812,22.4,65.0,0.2,6.15,1.122,0.021,53.42857142857143,35.234682870703296,5220.0,관심
문의,2017-08-21,26.9,8.3,5.3,2.5,2.5,5.0,9540.0,74.87,1068.399,71.7,21.5679,137.929,236.821,24.7,36.1,0.1,6.86,1.064,0.027,39.40740740740741,4.511420017650462,4663.0,관심
문의,2017-08-28,26.6,8.4,4.3,1.8,3.6,7.3,918.0,74.3,1034.027,69.4,13.679,107.174,238.924,24.8,35.2,3.8,12.7,1.381,0.032,43.15625,4.327849023120323,3884.0,관심
문의,2017-09-11,25.6,8.1,5.3,2.7,3.3,9.3,1242.0,74.12,1023.311,68.7,57.5816,139.915,30.308,20.4,77.0,0.3,6.29,1.106,0.03,36.866666666666674,33.763725748977166,4485.0,관심
문의,2017-11-13,17.4,7.8,8.4,3.8,1.3,7.6,434.0,73.88,1009.125,67.7,0.0525,17.479,37.928,7.3,0.0,1.5,6.49,1.165,0.014,83.21428571428571,26.60633305209872,0.0,해제
문의,2017-12-04,12.6,7.9,9.2,3.8,1.7,3.8,0.0,73.23,971.292,65.2,0.5061,8.608,28.601,2.3,0.0,7.4,11.67,1.237,0.007,176.71428571428572,33.960071326177406,0.0,해제
문의,2017-12-11,10.9,7.7,9.4,3.2,1.7,4.0,0.0,73.07,962.11,64.6,0.0,8.518,28.4,-4.2,0.6,2.4,6.19,1.663,0.01,166.3,33.87711267605634,0.0,해제
문의,2017-12-18,9.1,7.7,9.8,3.0,1.5,5.1,0.0,72.87,950.704,63.8,0.0,15.426,28.585,1.0,0.0,7.0,9.51,1.478,0.008,184.75,33.25884205002623,0.0,해제
문의,2017-12-26,8.4,7.7,10.5,3.4,1.6,5.6,0.0,72.61,935.996,62.8,0.0273,7.711,27.274,-1.1,0.3,5.5,4.31,1.21,0.009,134.44444444444446,34.3182518149153,0.0,해제
문의,2018-01-08,6.8,7.5,10.9,3.7,1.7,4.6,0.0,72.34,920.864,61.8,2.2279,15.521,28.436,1.5,3.6,0.0,1.05,1.345,0.015,89.66666666666667,32.38373892249262,0.0,해제
문의,2018-01-22,6.0,7.2,9.3,3.7,1.7,9.8,0.0,72.1,907.536,60.9,2.5861,22.029,28.431,3.0,0.8,1.2,6.34,1.309,0.01,130.89999999999998,31.920649994724062,0.0,해제
문의,2018-03-05,5.1,7.6,12.7,4.1,2.5,3.4,0.0,71.24,860.705,57.8,19.4853,54.139,29.336,6.6,18.6,0.0,4.88,1.549,0.005,309.79999999999995,29.339548677392965,0.0,해제
문의,2018-03-19,6.3,8.3,12.6,3.9,2.2,2.5,0.0,72.35,921.422,61.8,19.459,87.158,29.132,8.3,22.0,0.0,2.91,1.29,0.015,86.0,31.62920499794041,0.0,해제
문의,2018-04-23,11.9,7.4,11.2,2.4,2.7,4.6,0.0,74.94,1072.666,72.0,26.2345,65.566,58.503,11.4,38.9,0.0,1.07,1.471,0.018,81.72222222222223,18.335230671931352,304.0,해제
문의,2018-06-04,19.0,8.7,13.1,2.7,2.0,16.5,0.0,73.12,964.974,64.8,0.0,31.198,84.355,23.5,0.0,7.8,24.41,2.992,0.056,53.42857142857143,11.43944045996088,1049.0,관심
문의,2018-06-11,21.6,9.0,12.1,2.8,2.1,19.7,96.0,72.35,921.422,61.8,0.5975,13.305,84.478,20.4,0.0,1.1,13.74,2.734,0.036,75.94444444444444,10.907242122209334,532.0,해제
문의,2018-07-02,23.7,8.9,12.1,2.2,11.0,9.6,840.0,71.59,879.589,59.0,67.3632,728.254,202.241,22.8,43.9,0.2,5.7,1.59,0.024,66.25,4.34921207865863,1188.0,관심
문의,2018-07-09,24.2,8.8,9.5,1.8,3.1,8.6,832.0,72.16,910.857,61.1,13.625,109.392,173.648,20.5,35.5,0.0,3.94,2.19,0.022,99.54545454545456,5.245421772781719,1114.0,관심
문의,2018-08-13,27.3,9.1,7.0,1.8,4.4,12.5,2076.0,70.71,832.563,55.9,0.5717,18.331,54.888,31.2,0.0,9.1,21.87,1.158,0.03,38.6,15.168397463926542,2692.0,관심
문의,2018-08-27,26.7,9.5,7.3,1.7,4.6,12.9,7060.0,72.45,927.012,62.2,65.5486,1607.661,105.798,23.6,53.0,0.0,4.0,1.22,0.025,48.8,8.76209380139511,2389.0,관심
문의,2018-10-01,22.6,7.2,6.6,2.7,3.4,8.6,640.0,75.31,1095.389,73.5,1.836,29.459,29.459,15.5,1.7,5.1,14.3,1.506,0.041,36.731707317073166,37.18350928408975,2499.0,관심
문의,2018-10-29,18.4,7.2,8.3,2.7,2.3,14.6,828.0,75.83,1127.803,75.7,0.8519,36.972,29.696,9.1,0.2,3.2,7.29,1.472,0.024,61.33333333333333,37.978279903017246,493.0,해제
문의,2018-12-03,13.8,7.4,9.6,3.4,2.0,17.9,74.0,75.78,1124.662,75.5,9.2906,29.933,29.933,12.6,10.6,0.0,1.92,1.499,0.021,71.38095238095238,37.57264557511776,487.0,해제
문의,2018-12-17,10.2,7.1,9.2,3.7,1.5,5.8,14.0,75.8,1125.918,75.6,0.0,22.453,29.724,3.6,0.1,7.2,10.18,1.386,0.017,81.52941176470587,37.879087605974966,0.0,해제
문의,2019-01-28,5.6,7.4,10.8,4.7,1.8,3.8,0.0,75.06,1080.004,72.5,0.3562,7.876,29.164,2.3,0.8,8.4,12.31,1.371,0.01,137.1,37.03209436291318,0.0,해제
문의,2019-02-07,5.5,7.4,11.1,4.1,1.7,4.3,0.0,74.93,1072.056,72.0,0.0,22.093,29.156,1.8,0.0,7.0,12.59,1.521,0.016,95.0625,36.7696529016326,0.0,해제
문의,2019-02-18,5.0,7.6,10.4,4.5,1.8,5.3,0.0,74.73,1059.895,71.1,0.0,15.143,29.175,1.9,0.1,4.3,10.72,1.624,0.015,108.26666666666668,36.32887746358183,0.0,해제
문의,2019-03-11,5.6,7.7,11.7,3.1,1.9,4.6,0.0,74.49,1045.41,70.2,0.9668,15.398,29.316,5.7,0.8,2.5,9.52,1.504,0.025,60.16,35.66004911993451,0.0,해제
문의,2019-04-01,6.6,7.8,11.9,3.0,2.3,3.7,0.0,74.2,1028.066,69.0,0.0,15.83,29.611,6.1,0.0,8.6,18.98,1.603,0.024,66.79166666666667,34.719057107156125,0.0,해제
문의,2019-04-29,9.9,8.2,12.1,3.3,2.3,6.4,0.0,74.4,1040.009,69.8,21.1282,65.849,31.202,11.0,16.6,1.1,7.1,1.352,0.054,25.03703703703704,33.33148516120762,0.0,해제
문의,2019-05-13,12.7,8.7,13.3,2.8,2.9,6.5,38.0,74.01,1016.795,68.2,0.0,10.642,65.464,20.1,0.0,8.0,21.85,1.639,0.034,48.20588235294117,15.53212452645729,0.0,해제
문의,2019-05-20,12.5,8.6,12.4,2.8,2.5,7.2,0.0,73.55,989.811,66.4,2.1205,24.496,64.951,17.1,6.0,8.0,24.19,1.513,0.073,20.726027397260275,15.239349663592556,785.0,해제
문의,2019-05-27,14.8,8.5,12.9,2.7,3.0,6.8,0.0,73.05,960.966,64.5,15.5104,12.653,59.044,17.9,14.4,0.0,4.12,1.449,0.038,38.131578947368425,16.275421719395705,0.0,해제
문의,2019-06-10,16.6,8.5,13.0,3.9,2.2,3.6,0.0,72.35,921.422,61.8,8.3429,46.272,39.816,18.9,11.1,2.2,18.56,1.575,0.041,38.41463414634146,23.142003214788023,0.0,해제
문의,2019-07-08,20.5,8.6,11.1,4.7,2.4,9.6,98.0,70.56,824.697,55.4,0.0,18.465,60.888,24.5,0.6,8.6,23.87,1.147,0.025,45.88,13.54449152542373,506.0,해제
문의,2019-07-15,22.9,8.9,9.4,6.2,2.5,8.0,0.0,70.42,817.395,54.9,15.6161,63.591,39.523,23.8,12.8,2.3,12.99,1.368,0.029,47.17241379310345,20.681501910280087,881.0,해제
문의,2019-07-22,22.6,8.6,8.5,3.8,2.2,4.2,82.0,71.85,893.772,60.0,0.055,463.728,31.435,27.9,0.0,8.2,21.55,1.217,0.024,50.708333333333336,28.432384285032608,871.0,해제
문의,2019-08-12,27.5,8.6,7.0,4.1,2.6,4.8,734.0,72.59,934.87,62.7,0.4439,21.235,53.828,29.0,1.3,1.7,11.4,1.226,0.022,55.72727272727273,17.36772683361819,1826.0,관심
문의,2019-09-02,26.7,9.7,5.7,2.6,2.7,5.6,578.0,72.27,916.965,61.5,14.6374,32.198,45.081,22.6,10.2,0.2,10.34,0.873,0.021,41.57142857142857,20.34038730285486,1744.0,관심
문의,2019-09-09,25.9,9.0,5.3,2.2,5.3,5.1,510.0,72.73,942.767,63.3,6.2446,129.798,44.907,24.0,12.1,0.0,6.83,0.866,0.017,50.94117647058823,20.99376489188768,2719.0,관심
문의,2019-09-23,24.4,7.5,6.4,3.5,2.7,5.5,530.0,74.99,1075.72,72.2,0.274,1044.527,36.744,17.8,0.1,4.2,14.12,0.979,0.04,24.475,29.2760722839103,1507.0,관심
문의,2019-10-07,23.2,7.3,4.6,3.2,3.0,4.4,760.0,76.92,1197.588,80.4,8.8838,103.491,224.497,15.7,11.8,0.0,3.77,0.939,0.026,36.11538461538461,5.33453899161236,2486.0,관심
문의,2019-11-11,18.0,8.2,10.0,2.5,4.2,45.9,398.0,75.63,1115.27,74.9,3.0976,21.32,28.55,11.7,1.3,2.3,6.03,1.139,0.021,54.238095238095234,39.06374781085814,490.0,해제
문의,2019-11-18,16.8,7.8,8.9,2.8,2.6,13.4,134.0,75.63,1115.27,74.9,17.5771,57.585,28.687,7.7,15.3,2.6,6.74,1.08,0.019,56.8421052631579,38.87719175933349,85.0,해제
문의,2019-12-02,14.3,7.6,8.6,4.8,2.0,5.8,696.0,75.51,1107.789,74.4,0.1597,14.397,28.802,2.7,0.0,7.3,11.01,1.384,0.02,69.19999999999999,38.46222484549684,0.0,해제
문의,2019-12-23,10.8,7.6,8.9,3.1,2.3,4.9,832.0,75.1,1082.457,72.7,0.0851,15.158,29.367,3.8,0.1,2.9,6.74,1.317,0.034,38.73529411764706,36.85963836959853,0.0,해제
문의,2020-01-06,8.9,7.6,9.0,3.5,2.1,5.4,406.0,74.85,1067.182,71.6,11.1622,22.475,29.518,2.9,10.3,0.0,1.9,1.072,0.02,53.6,36.15360119249272,0.0,해제
문의,2020-01-13,8.4,7.5,9.5,3.5,2.4,5.1,770.0,75.65,1116.519,74.9,0.0,57.886,28.969,0.2,0.0,4.2,6.83,1.178,0.016,73.625,38.54185508647174,0.0,해제
문의,2020-01-20,7.7,7.2,9.0,3.1,2.2,3.7,508.0,75.69,1119.021,75.1,0.0,29.33,29.33,3.4,0.0,6.9,11.72,1.43,0.017,84.11764705882352,38.1527787248551,0.0,해제
문의,2020-01-28,7.7,7.4,9.4,4.2,2.0,2.6,334.0,75.64,1115.894,74.9,0.1179,22.382,29.615,6.3,0.0,2.0,8.18,1.304,0.03,43.46666666666667,37.68002701333784,0.0,해제
문의,2020-02-03,7.4,7.2,9.6,3.2,2.4,4.0,332.0,75.66,1117.144,75.0,0.0,22.569,29.807,1.5,0.0,8.4,13.78,1.292,0.013,99.3846153846154,37.479249840641465,0.0,해제
문의,2020-02-17,6.9,7.5,10.8,3.9,3.6,4.6,68.0,75.58,1112.149,74.6,0.5626,29.486,29.486,-3.2,0.7,4.7,9.97,1.345,0.014,96.07142857142856,37.71786610594858,0.0,해제
문의,2020-02-24,7.1,7.6,11.2,3.8,2.5,4.0,0.0,75.57,1111.526,74.6,0.0,29.633,29.633,7.4,0.4,9.9,18.12,1.483,0.014,105.92857142857144,37.50973576755644,0.0,해제
문의,2020-03-09,7.5,7.4,10.6,4.3,1.7,3.1,0.0,76.09,1144.222,76.8,2.2364,29.681,29.681,10.0,1.6,4.8,11.24,1.271,0.015,84.73333333333333,38.55065530137124,0.0,해제
문의,2020-04-20,10.6,7.9,10.6,3.3,2.7,3.5,0.0,73.7,998.563,67.0,0.3031,38.007,44.779,11.0,0.0,3.1,13.08,1.377,0.013,105.92307692307692,22.29980571249916,0.0,해제
문의,2020-04-27,10.8,7.8,10.8,2.2,3.4,2.9,0.0,73.48,985.742,66.2,0.0,16.136,49.761,12.1,0.0,9.3,20.92,1.387,0.01,138.7,19.809529551255,0.0,해제
문의,2020-05-11,14.5,7.9,10.2,3.5,4.4,3.8,0.0,73.02,959.251,64.4,0.0,31.012,44.241,18.5,0.0,10.6,27.85,1.271,0.011,115.54545454545456,21.682398679957505,0.0,해제
문의,2020-05-18,15.4,8.0,10.3,4.2,3.1,4.7,0.0,72.9,952.41,63.9,20.5794,59.037,45.873,20.2,7.6,8.0,22.43,1.417,0.014,101.21428571428572,20.76188607677719,0.0,해제
문의,2020-06-01,17.4,8.1,10.0,5.5,3.2,4.5,0.0,72.54,952.503,62.6,0.4308,12.661,59.159,21.1,0.6,11.6,31.05,1.446,0.022,65.72727272727273,16.100728545107255,353.0,해제
문의,2020-06-29,22.0,8.5,9.6,4.6,2.4,6.0,0.0,73.17,967.843,65.0,34.7162,66.525,53.236,22.4,41.5,0.4,10.18,1.277,0.027,47.29629629629629,18.180235179202043,658.0,해제
문의,2020-07-06,23.5,8.3,9.4,3.9,2.7,6.6,198.0,72.39,923.656,62.0,30.6228,49.453,159.721,24.3,0.2,5.0,19.73,1.245,0.04,31.125000000000004,5.782933991147062,600.0,해제
문의,2020-07-13,24.7,8.4,8.5,3.3,2.7,9.7,420.0,74.4,1040.009,69.8,86.0751,1824.759,176.664,18.8,117.9,0.0,3.26,1.216,0.017,71.52941176470587,5.8869322555812165,1589.0,관심
문의,2020-07-20,24.3,8.5,7.0,3.1,4.1,9.8,814.0,75.04,1078.779,72.4,23.6289,169.897,505.661,24.5,20.2,0.2,4.44,1.313,0.034,38.61764705882352,2.133403604391084,1900.0,관심
문의,2020-07-27,23.6,8.1,5.3,2.9,6.4,9.9,580.0,75.7,1119.647,75.1,3.4418,587.659,791.498,24.4,2.6,0.3,11.05,1.572,0.026,60.46153846153847,1.414592329986936,3372.0,관심
문의,2020-08-04,22.7,8.3,6.8,1.5,14.1,12.9,2392.0,73.61,993.306,66.7,7.7525,420.762,1219.536,27.5,18.5,4.4,17.45,1.691,0.05,33.82,0.814495021057189,4459.0,관심
문의,2020-08-31,24.4,8.4,5.7,0.6,22.9,22.5,15276.0,72.8,946.7308,63.5,1.0611,246.666,50.867,26.7,0.1,6.2,18.31,1.339,0.039,34.333333333333336,18.61188589851967,8611.0,관심
문의,2020-09-08,23.6,6.9,6.6,0.5,17.9,9.7,7796.0,71.91,897.064,60.2,0.1676,792.523,39.896,24.3,0.2,11.0,23.34,1.476,0.045,32.800000000000004,22.48506115901344,7302.0,관심
문의,2020-10-12,21.3,8.3,7.5,1.3,16.7,10.0,6604.0,73.7,998.563,67.0,0.0,23.944,30.716,17.1,0.4,5.6,12.18,1.636,0.026,62.92307692307692,32.50953900247428,7154.0,관심
문의,2020-11-09,17.1,8.2,7.2,2.2,4.6,10.3,80.0,73.11,985.508,66.1,0.0,14.99,28.534,7.2,0.0,9.2,13.13,1.472,0.027,54.51851851851852,34.53802481250438,718.0,해제
문의,2020-12-21,9.9,8.5,9.4,3.4,2.8,3.5,0.0,72.29,938.237,63.0,0.055,11.021,30.756,0.4,0.0,4.2,7.04,1.338,0.018,74.33333333333334,30.50582000260112,0.0,해제
문의,2021-01-18,5.9,9.0,11.5,3.9,2.0,5.5,0.0,71.53,895.6574,60.1,1.1927,14.644,33.837,-1.5,3.3,2.3,5.97,1.301,0.007,185.85714285714283,26.469763867955194,0.0,해제
문의,2021-02-01,5.6,7.8,11.6,3.7,2.6,5.1,0.0,71.21,878.084,58.93,7.9907,12.932,31.896,7.3,8.1,3.1,7.52,1.363,0.017,80.17647058823529,27.52959618760973,0.0,해제
문의,2021-02-15,5.6,7.8,12.6,3.1,1.4,5.4,0.0,70.85,858.567,57.6,1.4491,12.613,31.32,3.0,0.5,4.7,7.48,1.283,0.013,98.6923076923077,27.41273946360153,0.0,해제
문의,2021-03-02,5.8,7.8,12.0,3.5,1.8,5.0,0.0,70.58,844.103,56.7,1.872,68.165,31.201,3.0,0.2,2.5,8.27,1.245,0.007,177.85714285714286,27.053716227044003,0.0,해제
문의,2021-03-15,6.9,7.8,12.1,2.5,1.6,3.2,0.0,70.82,856.952,57.5,0.055,43.872,31.427,11.8,0.0,8.6,16.61,1.216,0.013,93.53846153846156,27.268017946351865,0.0,해제
문의,2021-03-29,10.2,8.0,12.1,2.7,2.2,5.4,0.0,70.71,851.048,57.1,0.0,31.474,31.474,12.2,0.0,7.9,17.36,1.215,0.013,93.46153846153848,27.03971532058207,0.0,해제
문의,2021-04-12,12.6,8.0,11.8,2.5,2.4,2.1,0.0,71.11,872.636,58.6,13.3883,31.244,31.244,13.6,15.3,0.0,5.55,1.183,0.016,73.9375,27.929714505185,0.0,해제
문의,2021-05-10,13.9,8.2,10.5,1.8,3.0,11.7,0.0,70.3,829.263,55.7,12.0061,27.91,46.224,12.5,11.1,0.5,4.57,1.241,0.012,103.41666666666669,17.940096053997927,0.0,해제
문의,2021-05-17,16.3,8.3,9.8,3.0,2.4,8.1,0.0,70.22,825.052,55.4,4.6873,76.376,45.995,16.4,3.3,0.0,5.66,1.253,0.009,139.22222222222223,17.93786281117513,0.0,해제
문의,2021-05-24,17.3,8.4,10.3,4.3,3.0,5.8,0.0,70.4,834.544,56.0,0.0,40.287,46.413,20.2,0.0,7.9,22.54,1.333,0.008,166.625,17.98082433800875,0.0,해제
문의,2021-05-31,17.9,8.6,10.0,3.5,1.9,9.0,0.0,70.54,841.973,56.5,7.8036,73.113,48.499,20.7,7.1,5.0,17.04,1.431,0.009,159.00000000000003,17.360625992288497,12.0,해제
문의,2021-06-14,21.1,8.7,9.6,2.6,1.7,4.4,0.0,70.4,834.544,56.0,0.0,25.737,62.53,24.9,0.0,4.5,17.98,1.215,0.009,135.00000000000003,13.346297777067008,444.0,해제
문의,2021-06-28,23.1,8.5,9.3,2.3,2.5,6.8,28.0,69.62,793.893,53.3,0.6283,18.981,60.613,25.6,0.0,7.8,21.43,1.222,0.013,94.0,13.097734809364328,814.0,해제
문의,2021-07-05,23.7,8.8,8.5,2.2,3.6,7.4,0.0,68.74,749.536,50.3,32.0035,59.953,250.31,22.5,5.6,0.0,9.83,1.172,0.027,43.407407407407405,2.9944309056769605,0.0,해제
문의,2021-07-12,24.9,8.7,7.9,2.0,1.9,9.4,52.0,71.97,920.164,61.8,0.2117,135.169,245.991,28.7,0.0,6.1,19.5,1.14,0.031,36.774193548387096,3.740640917757153,931.0,해제
문의,2021-07-19,25.8,9.2,7.8,1.8,2.4,19.5,466.0,71.17,875.903,58.8,3.6127,39.169,39.169,26.7,0.0,2.0,15.35,1.053,0.032,32.90625,22.362148637953485,1566.0,관심
문의,2021-08-02,26.8,10.0,5.9,2.5,2.0,8.4,3714.0,70.77,854.266,57.3,24.0507,102.657,53.028,26.0,34.0,1.3,7.89,0.983,0.028,35.107142857142854,16.10971562193558,2718.0,관심
문의,2021-08-17,27.3,9.2,6.3,1.5,3.3,15.5,3040.0,70.84,858.028,57.6,0.9144,26.907,58.086,25.5,0.1,7.4,18.23,0.922,0.02,46.1,14.771683366043453,2526.0,관심
문의,2021-08-23,26.4,9.1,5.6,1.5,3.3,12.4,1980.0,70.67,848.908,57.0,48.4881,139.555,158.134,22.8,65.0,0.0,2.9,1.024,0.019,53.89473684210527,5.368282595773206,3432.0,관심
문의,2021-08-30,25.6,8.5,3.6,1.6,3.4,9.5,3568.0,72.91,973.852,65.4,0.0634,431.387,164.402,22.9,0.1,0.3,6.76,1.077,0.014,76.92857142857143,5.923601902653253,3505.0,관심
문의,2021-09-06,24.1,8.3,3.7,1.7,3.8,4.6,3044.0,73.69,1019.778,68.4,23.6436,109.371,40.416,20.7,32.2,0.1,5.93,1.0,0.015,66.66666666666667,25.23203681710214,4340.0,관심
문의,2021-09-27,23.7,7.9,5.9,2.1,2.3,8.8,2056.0,74.552,1071.983,72.0,0.0,35.225,40.915,22.2,0.2,4.3,13.49,1.073,0.014,76.64285714285714,26.2002444091409,2760.0,관심
문의,2021-10-12,23.1,7.5,5.0,2.6,1.7,12.7,644.0,74.818,1088.4,73.1,4.9582,29.84,31.275,16.2,0.5,0.0,2.68,1.248,0.014,89.14285714285714,34.80095923261391,2702.0,관심
문의,2021-11-08,18.8,7.5,7.4,2.3,2.1,10.6,130.0,74.54,1071.246,71.9,15.5008,28.975,31.819,10.3,10.3,1.2,3.1,1.354,0.007,193.42857142857144,33.66686570916748,1691.0,관심
문의,2021-11-22,16.4,7.4,8.2,2.5,2.2,8.6,314.0,74.33,1058.3922,71.0,3.639,18.333,32.456,5.3,3.6,4.7,7.37,1.173,0.01,117.3,32.610062854325854,0.0,해제
문의,2022-01-10,7.9,7.4,9.5,3.8,1.1,3.5,0.0,73.43,1004.3302,67.4,0.0,13.606,32.098,0.7,0.0,5.4,8.6,1.232,0.009,136.88888888888889,31.28949467256527,0.0,해제
